temperature,humidity,light,motion,label
24.294136674843056,46.165612866041315,393,1,normal
25.532496636857015,62.767554377071605,593,0,normal
24.241962013343922,64.68125984489794,679,1,normal
29.404937808918703,31.32812435165466,564,0,normal
24.032148278746337,66.0007456739242,702,0,normal
25.314772007758762,35.47542520275229,141,1,normal
20.21425223227653,42.64624419907002,191,1,normal
29.367400075341784,58.70391062632705,444,1,normal
19.286064136077314,35.586050190252514,474,1,normal
22.495351375517654,64.02326916376967,275,0,normal
25.000425181165916,48.20880596327205,260,1,normal
26.854763000349223,52.034294824365574,409,0,normal
27.806666402414592,57.536095857109444,408,0,normal
19.32062309433212,61.99421023789261,586,0,normal
26.89344779148071,34.05683313796866,213,1,normal
24.041007250258282,53.414174575870085,119,0,normal
21.610539717801235,63.18967214828807,61,1,normal
41.66854421014268,94.43261714529613,39,0,anomaly
28.765323119430924,35.472745236758456,752,0,normal
26.284737943552383,64.73085122053035,688,0,normal
27.549512033233214,67.99844735800902,630,1,normal
22.322287696935156,50.50754044066034,532,1,normal
19.23748642603119,60.3305278371609,456,0,normal
21.816041699662367,65.78208907576365,315,1,normal
28.528072240571774,33.00551126943235,664,1,normal
19.939544569135364,64.91783343505634,141,1,normal
26.474906725877954,68.72773711658887,454,0,normal
23.138209779807774,39.31837899014535,793,0,normal
23.381346263739836,38.83078451155042,462,0,normal
29.277985483361704,54.06447280585325,415,0,normal
24.128967630930788,40.31550741732809,385,1,normal
24.063028469374288,30.88494206115989,93,0,normal
21.421142024326166,61.29541936233094,686,1,normal
25.751006895979216,38.62700609590868,659,1,normal
22.767447486724407,64.51188310172914,245,0,normal
28.190680925930135,31.357839143431953,520,1,normal
24.512693320171152,45.63623983622058,314,1,normal
19.437145581831015,64.72569017510021,713,0,normal
26.64043843855289,54.28376144355123,750,0,normal
25.41905725836355,69.46520491835388,70,0,normal
22.186419198515942,37.83111942734185,758,1,normal
25.04209341625055,64.75619937914873,647,0,normal
21.38441487085568,57.51542889203253,647,0,normal
-4.9618007734141685,21.78579049051146,535,1,anomaly
26.70863410066032,62.59300454986049,363,1,normal
26.42980900784531,34.41896452525579,78,0,normal
39.782598841952236,80.63971438606359,33,1,anomaly
29.839674942014106,61.06387411166967,780,1,normal
25.003873342210465,36.69930329036279,211,0,normal
29.156371828110878,54.965956313965364,56,1,normal
24.92284661551631,39.200353491508125,514,0,normal
23.269618902842623,37.25753390782508,308,1,normal
22.371238332576905,62.22680611800213,568,0,normal
26.19608128099628,40.39214324256639,198,1,normal
23.910212325826365,34.822675431091156,546,0,normal
20.08048314353706,52.68065043946671,728,1,normal
20.079531840850148,65.09843450521521,187,0,normal
27.47005486328806,67.78456877896093,77,1,normal
21.831763651084977,47.04725208943891,564,0,normal
21.74066481354658,39.47482235897928,318,0,normal
29.28276289709949,64.87374110980929,463,0,normal
24.84073404107238,49.195024812156355,241,0,normal
26.96965125760508,68.07247141692956,180,0,normal
24.140129305387994,49.55386321027681,433,0,normal
22.50699543167933,46.70323103139714,136,0,normal
28.138503731633456,61.19381580604575,687,0,normal
26.82085252564663,34.10038911962717,252,1,normal
21.182428412180705,67.77065956453735,291,0,normal
43.42074437398579,90.4306285393912,23,1,anomaly
25.327440509299592,56.728511942200655,677,0,normal
18.51791894340691,61.194039555733994,276,1,normal
18.543648117264535,56.338073386337015,337,1,normal
19.951403272138695,64.83876494984342,713,0,normal
22.527409957255472,56.93729733299669,539,0,normal
22.082522159519396,92.65771329814649,20,0,anomaly
22.81021700116368,46.172750724171685,621,1,normal
27.149504228888286,56.70199597165882,784,0,normal
26.9791162846039,67.3550007011162,541,1,normal
28.101945321099265,40.27106270882032,646,0,normal
28.68632736887874,37.085991577895435,622,1,normal
19.491566681826537,39.739291863051974,635,0,normal
19.60818274140769,66.02807456045034,630,1,normal
42.10110056421706,87.90630713335075,31,1,anomaly
29.119051501937932,50.59269415718761,592,1,normal
21.902199864320963,37.141786482173345,456,1,normal
28.978372682645382,42.7501001172828,595,1,normal
26.738596183342317,59.52134465705482,516,1,normal
28.059944456533653,69.03461023276526,525,0,normal
27.700768177397535,46.757017980181914,336,1,normal
29.44861232710467,40.30731554044855,651,0,normal
26.130772342107388,56.546846614505924,506,0,normal
23.179914554756152,31.215482387873475,578,1,normal
27.543207742318682,42.29159859705146,616,1,normal
19.67126487196065,39.1231908779573,573,1,normal
40.77040664461911,87.62481446017453,41,0,anomaly
23.925547156372687,38.19937181663284,365,1,normal
18.174535988014583,55.26240880370082,631,0,normal
29.285503012234972,51.57965169501349,559,0,normal
28.34836450496094,39.88924297612708,413,0,normal
21.884150836850925,39.5017652349731,425,0,normal
19.41031496132526,40.75973617740391,636,0,normal
24.731255658424637,59.01030641660546,475,0,normal
20.78655234176181,68.5170750095032,178,0,normal
19.217658514392387,57.6910625807141,647,1,normal
22.4642170295134,43.83532227811827,590,0,normal
23.14792832850022,68.75511421142767,611,1,normal
29.260085481852453,32.41069561158243,557,0,normal
26.957896861416287,52.717809222105174,710,0,normal
19.872223685309237,46.96522685209544,474,0,normal
20.537376083958534,56.90408472900505,338,1,normal
19.820098556793013,44.136855172108724,719,1,normal
25.534804673890893,40.789984460679584,252,1,normal
19.36269110639555,43.83739970187852,99,1,normal
26.023718639093172,30.230346419924864,326,0,normal
18.305029520929143,30.52007694042944,539,0,normal
25.46504040273448,49.69111425792139,735,0,normal
22.67042014480996,57.33181506426021,470,0,normal
21.714331395435934,32.0788513460589,368,0,normal
24.24081625413373,69.87497007383789,697,0,normal
18.780619115823356,35.63428081519199,597,1,normal
25.704379753851455,37.405317153544786,568,0,normal
29.314916446950228,36.86717143393214,74,1,normal
24.17081326096334,43.878128075849105,520,0,normal
22.60669465647854,62.23970199100633,662,0,normal
27.537735642499783,31.480305388619705,721,0,normal
28.683165406690996,33.14313988620083,777,0,normal
27.773621791067228,60.44111610008112,409,1,normal
21.438495025539414,69.64674504547907,92,1,normal
26.07022147292446,56.18044857124541,416,1,normal
22.924761923875938,43.081326462529546,343,1,normal
22.951412122937118,53.28681840705093,515,0,normal
20.182561012789737,36.79031620350163,231,0,normal
29.692737691993997,55.457209981745464,643,0,normal
22.363555228551526,34.710043315605645,441,1,normal
27.94485010982315,50.9756107731032,335,0,normal
29.63854592049167,64.40489588756819,585,1,normal
26.149227829733874,63.52461158592441,403,0,normal
18.083425566374288,55.33912879304589,159,0,normal
-3.981076119339865,32.654237574972015,451,1,anomaly
25.129568584225623,39.88412936040586,530,1,normal
21.37121411624857,46.03052243501304,133,1,normal
20.181899606485207,64.79585448248514,761,0,normal
26.06562656887054,50.7567082113135,179,0,normal
19.464458818137345,30.523778263533345,495,1,normal
21.32857419577359,52.70163393046232,747,1,normal
21.3822572972808,51.65066314704441,287,1,normal
24.66240973919355,47.39309354414985,429,0,normal
21.90479637791121,37.223013805093345,640,0,normal
29.27398729877027,38.39622372382343,328,1,normal
26.443894312560282,49.80586108055897,419,0,normal
28.877665331574562,31.736501314192765,668,1,normal
26.77040970244373,67.08138179185227,57,0,normal
24.893677358158943,49.43487036745303,534,0,normal
24.266919120657654,37.061121280220334,66,0,normal
18.621882441869122,49.16727510518924,496,0,normal
22.621172743223102,51.157485361088476,471,0,normal
19.677268519515472,41.39491607847691,121,0,normal
25.790523625392762,61.90236402548753,784,0,normal
23.91150125149031,47.21223579597851,682,0,normal
17.57930951356164,38.08579494509738,964,0,anomaly
21.52310213117392,41.489559666163274,59,0,normal
19.009679579940585,51.67603789513433,204,0,normal
25.587669967122956,54.12608437865553,566,1,normal
22.841794394548764,64.93692952326643,351,1,normal
19.963871314388456,51.56645106701018,287,1,normal
28.8306348801548,30.98347665835206,137,1,normal
22.03925133832705,31.02568263225743,115,0,normal
18.885558776824787,39.6818006345011,454,1,normal
28.15742750081422,36.72056830979454,180,1,normal
20.9915067497865,65.706868443079,478,1,normal
25.079012242255597,35.262707405090396,309,1,normal
27.682016871207168,58.32688354581126,394,1,normal
29.408571676918996,36.10156171657045,697,1,normal
28.46548690732982,53.13547668025636,275,0,normal
20.555569938106927,38.42648756022666,310,0,normal
28.357241110507122,39.24299186352286,410,0,normal
18.110364619399554,56.35133466842869,790,0,normal
29.587584396894712,49.93471090957919,526,0,normal
19.799009128185286,33.82858222080647,431,1,normal
29.39759895950309,43.57800770171224,591,1,normal
28.652450193099597,40.9686080939468,633,0,normal
19.334369787673815,57.422611489158854,63,1,normal
29.53428676588697,63.28536711830968,593,0,normal
26.55893744667594,64.22785872425143,468,1,normal
19.17400992781202,53.6963113863807,725,1,normal
22.207050705679166,59.32452089661124,651,1,normal
25.390201176626597,65.14519945420632,400,0,normal
20.7510167427917,30.945543441853456,694,0,normal
29.44714292403105,61.628926593558546,757,1,normal
20.548069328139313,66.83367530469489,279,1,normal
26.351690473124375,53.203448313512446,569,0,normal
20.027220756865976,36.68167631603799,668,1,normal
20.129274525356674,32.713482364206875,711,0,normal
28.958886630677654,30.714957389336554,764,1,normal
21.84936077966083,58.76183620736982,739,1,normal
16.437047982327897,30.38655261835202,1052,0,anomaly
25.123109442648584,57.70503808904658,622,1,normal
25.011771743077205,43.058452329759675,632,0,normal
22.28849802579647,95.91618133953116,17,0,anomaly
26.21677407064655,58.36242077803666,455,1,normal
22.441904403065333,55.03565505748036,613,1,normal
22.70692854119679,58.63299858728354,687,0,normal
19.636457707041238,54.91866334253931,405,0,normal
24.859352273638798,45.846907664370214,432,0,normal
20.90222749080542,62.764092706967986,469,1,normal
21.021588706883435,53.77905340744692,421,0,normal
23.77368122225781,64.53334598287302,107,1,normal
29.915577553431604,34.197207136726995,518,0,normal
21.094833924539277,34.808362214824335,81,0,normal
25.360982351229477,33.204593855387,166,1,normal
18.542727466926458,52.59364533050466,297,0,normal
24.332413309035598,49.220277890313156,791,1,normal
26.44895721719068,66.49453382466764,753,0,normal
24.52263433336786,52.00906168625047,737,1,normal
28.213640058202284,67.56270794051585,603,1,normal
19.673926327824503,30.185280920184113,179,0,normal
29.5517809761351,51.47897691573654,399,0,normal
19.425814995216864,53.27885607657595,69,0,normal
22.41339759263104,33.31194671700506,336,1,normal
27.579542147601302,45.373065886387266,128,1,normal
28.76658909543992,57.78785883417707,471,0,normal
27.641771164618184,67.48913948945804,305,0,normal
41.81748644090161,91.0818923566662,29,0,anomaly
24.88125465747943,61.79238194999718,68,1,normal
25.44159117361844,35.30863016172241,385,1,normal
23.206219790855677,52.62927855983165,742,0,normal
27.855087656064153,48.07070714948917,689,0,normal
27.542234337224443,57.84082472215169,589,0,normal
29.838182985515758,56.04931908165968,563,0,normal
23.00893203778535,35.57424296291296,287,0,normal
20.846721500831933,56.313812184121446,161,0,normal
19.294697123919654,33.42034123417872,61,1,normal
19.13331552907114,55.272541080666734,579,0,normal
25.650689656262557,39.52731124186906,245,1,normal
18.67563930818205,32.568357483005364,426,1,normal
22.271672143815138,58.936804547543396,639,1,normal
26.546150656170433,58.22300690062754,295,1,normal
21.428545035382328,45.69974225626739,181,1,normal
28.753095599081917,49.497247929980546,255,0,normal
28.482943489281325,51.24678112004128,521,0,normal
25.34223473666855,62.114137943920454,391,0,normal
24.391073190619032,50.76327140544872,75,0,normal
20.38458817841007,40.829786925742155,549,0,normal
22.924595076427558,62.69774246953764,207,1,normal
27.712333865742163,41.8523248182396,291,0,normal
26.41162957750944,44.74105374895045,540,0,normal
21.77227177291592,37.257417403591894,91,1,normal
